,Source,Target,Predicted
288,"Subject: opt-in feature|||Barbara: Tony, Realized that the opt-in feature isn't part of 6.0.  Will this be phased in before 6.1?  It's actually a very big feature because it allows clients to interact with their customers after they entered a sweepstakes or lead generation.  Since the majority of these customers don't automatically become paying customers an opt-in is their only chance to get permission to follow-up with them. Barbara|||Tony: Barbara, You're right, the bottom line is that it didn't get into 6.0.  There was quite a bit of groundwork done, but the feature wasn't exposed.  What happened was that it was implemented according to the original MRD, which called for the options to be mandatory & not editable, and then Sales & Client Services said it was essential to make them optional & editable.  That turned out not to be easy, and at the end of the day the feature was disabled. This feature can definitely be turned on for 6.1 -- the estimate is 1-2 days.  However, it's not on the plate now, and adding it will require either pushing something else off or slipping a bit.  I take it from your message that this is a priority.  Should we do this for 6.1, even if that means a slip? Tony|||Barbara: Tony, I know that we only had two weeks to complete the 6.1 items.  I never saw the final list for 6.1 that was agreed upon by engineering and Client Services.  I can't make the call to slip the date because it was based on client needs. The opt-in feature is definitely important, but if we haven't brought up this feature to our clients then they may not be aware this was an option.  Anytime we or our clients collect customer information we should always ask permission to communicate further. Barbara|||Marcia: This is my fault for specifying the feature one way and then, upon reflection and with additional feedback from clients, changing my input. Barbara you are doing a fabulous job of evangalizing best practices.  Even so, we need to get 6.0 fixed before we can have the engineering team move on to new features in 6.0.  It turns out that we bit off more than we can chew with 6.0 and we need to focus our engineering resources on fixing what doesn't work within 6.0.|||Barbara: Okay sounds like this feature will be put on the backburner for now.  But, I would love this in 7.0!","Barbara asks Tony and Marcia about including opt-in feature before 6.1 version, says important for client follow-up. Tony responds that can be done in one or two days for 6.1, needs to know if should be done. Barbara is unsure. Marcia states that fixes for 6.0 are priority before any new features added.",Barbara emails Tony and asks about the practicality of adding the opt-in feature before 6.1 due to its importance for client interaction with customers. Tony replies and explains why it was not viable to add it before 6.1 but the possibility of doing so. He questions if they should focus on 6.1. Barbara explains that she cannot make a decision and that she wants the clients to be more informed. Marcia agrees with Barbara but says that 6.0 must be fixed first. Barbara says that's fine.
289,"Subject: siebel @ biogen|||Andy: I just received this from Siebel.  There engaging. What 11am PDT webcast is he referring to? Andy|||Andy: Okay - we're in a bit of a pickle.  Here are the issues and a recommedation. We're pitching the WML solution to the 8 Siebel product specialists because we need to include the Siebel Wireless product. However, we're NOT pitching the Siebel Wireless product to Biogen. Recommendation: After the webex with the product specialists, someone needs to explain to Paulo and Roland that Biogen was completely against any wireless offering from anyone.  So, we had to go in with a different solution.  This needs to happen immediately after the concall.  Unfortunately, I'm jumping out of the webex into the NML concall. Scott and/or Amit - are you comfortable delivering the Biogen message to Paulo & Roland?  We have to nip this in the bud asap.  We can't have any of this confusion get back to Biogen.  In fact, we need these guys to lobby on our behalf at Biogen without upsetting Brian. Andy|||Scott: Absolutely comfortable.  We can tie into several themes here. We can powwow on it for a minute during ops call, but this is good stuff. Scott|||Andy: Just talked to Matt.  We're going to accept Siebel's invitation to do a Noon PDT concall to discuss Biogen specifically. I'll be on the call.  Matt & Prakash will be on the NML call. Andy","Andy informs colleagues of Siebel engagement.  He informs them of clarity needed to Biogen as Siebel wireless product is not being pitched to them, only to Siebel.  He asks to explain to Paulo and Roland that Biogen is not interested in any wireless offering, thus not upsetting Brian at Biogen.  Scott confirms this with Andy, Siebel's invite is accepted.",Andy wants to know what 11pm PDT webcast there is. He says there are a few technical issues to be fixed. He says someone will have to tell Paulo and Roland that Biogen won't accept any wireless services. Scott says he will be comfortable doing this. They agree to do the webcast. Andy says he will be on the webcast.
290,"Subject: systems still on tor.mobility domain|||Geoff: Folks, I still see six machines on the Tor.mobility domain. Butters cannot be moved until a new OS is installed.  Does anyone know the status of these systems: Chinook Garrison Shane2 Stinger Timmy|||Haider: I think I can take care of Garrison and Stinger, don't know about the rest.|||Kant: Shane is not here this week ... so don't know about the PC ""shane2"" ...|||Haider: garrison and stinger show up on epcanada, will be gone from tor.mobility shortly. On the same note why do we have a @home and a Mygroup domain ???|||Scott: > On the same note why do we have a @home and a Mygroup domain ??? My ??guess?? is that these domains are added when people from home are connect via the vpn. -Scott","Geoff sends email to RandD, asks about six machines still on tor.mobility.  Haider feels confident on Garrison and Stinger. Kant is unsure about Shane as Shane is absent. Haider unsure about added domains, to which Scott explains due to home vpn connection usage.",Geoff asks about the status of some systems thats computer-based. Haider says he can take care of Garrison and Stinger. Kant says Shane is not there this week. Haider says Garrison and Stinger are on epcanada. Scott responds to Haider with a guess.
291,"Subject: securtiy badges|||Jashua: Please come take your badge pictures by end of day tomorrow (thursday, June 29)  We need to finish getting these badges done, so we need everyones help in doing this. We are located in the room next to the server room. Thank You, David  and Josh|||Ryan-0: I will not return to the office until Friday.  I will take my picture when I return.  Thanks, Ryan|||David: No way man....we're not letting you back in the building!|||Shawn: Josh and David, I will be out of town until July 10th. I will have to get my badge made then.","Jashua sends email to thirty one colleagues asking them to come to room next to server room by end of day tomorrow for badge photo taking. Ryan-0 says he is gone until Friday, will take photo then. David jokes with him. Shawn says will only take photo July 10th when back.","Ryan is emailing AvocadoIT with his repsonse about creating security badges too. January 29th is the last day for the pictures to be taken, and he wants to wait until the last second to get his picture taken for the security badge. Josh contacted Ryan with an email address to send the picture to and he won't reply.  They are located in the building to the east of the server room. Ryan tells them he can't make it to their location until the 30th. David responded to him telling him he can't enter the building if he doesn't take the picture by Friday. Shawn was emailed by David and replied to him ASAP and told him he would create his badge and send him the picture on February 10th."
292,"Subject: stellcom questions|||Mitch: Chris, I think you are the best person for this question, please let me know if you are not. Venk attended the sales conference call today and asked some questions regarding Stellcom that nobody in the room could answer.  We are working an opportunity with an account that we need Stellcom involved with in order to close the deal. Stellcom has a hard letter of intent with us, and right now Kimberly is working with them to get the final wording in the contract approved. Specifically, what is the resource and timeline plan to get Stellcom trained, based on the final contract signatures.  Do you have any dates scheduled for training them? thanks for your assistance on this, Mitch|||Amit: Mitch, The account I believe is Harte-Hanks...Scott has details. I had offered early to mid May as potential training dates to Stellcom and am awaiting their response. Initially, Stellcom plans to train 2 engineers. Thx! Amit.|||Chris: We are currently showing a DMA course which is to include 2 people from Stellcom here on May 7-11. We could probably swap things around if necessary and hold the training next week but my understanding was that the contract may not have been signed in time to do this. If we could do the training next week it would probably be better because Toshi wanted us to do a Sys Admin training the following week and we could get the Stellcom guys to attend both courses. If they've signed an LOI and and NDA is there any reason why they couldn't come for training next week? I think Amit is the person to talk to about this because he's been in dialogue with them about dates (we had tried to get them into the course which is happening this week but they felt this was too soon.). Chris|||Amit: That is correct. We are awaiting Stellcom's response on training. Amit.","Mitch reaches out Chris, Amit, David and Don asking about timelines for Stellcom training. Amit informs them of Harte-Hanks account and a mid-May potential training date. Chris informs of a May 7-11 training date but would like it next week if possible. Amit confirms they are still waiting on Stellcom for training dates.","Mitch wonders when training will be scheduled with Stellcom. Amit updated was offered sometime in the middle of May. Chris asks if a later date is possible. Amit explains that dates depend on Stellcom, apparently."
293,"Subject: licensing pricing question - development system only (i understand the deployment)|||Kelsey: Alex/Glenn:  In the pricing spreadsheet, for the EP Development System 2.5 it says it includes EMAS for two CPU' of choice and training for one.  So if someone wants to buy a development system and have two people be able to remotely log on to that system and use the Design Studio, am I correct with the following pricing: EMAS to run the developed applications		$100,000 2 development seats of EDS			$5,000 plus support And the EDS can be loaded on the same piece of hardware as the EMAS?  And people can do an rlogin and develop without sitting right at the machine (what good would it do to have 2 developers seats if they have to be on the same exact machine)? Thx. K Kelsey|||Alex: Kelsey, The EMDS is priced per seat regardless of where they install the software.  The EMAS development license is per CPU so placement of the license matters.  In the scenario that you painted, EMAS + EMDS would total $105,000 plus support as you said. Regards, Alex|||Kelsey: And if the two people want to develop at the same time, they can remotely login and use the software?  That is, they don't have to be sitting right at the machine? Thx. K|||Alex: Kelsey, That's correct. Regards, Alex|||Kelsey: So I'm going out to visit Sun who wants an Enterprise solution on Solaris.  When will we support EMDS on Solaris? K","Kelsey asks Alex and Glenn about EP Development system pricing, specifically with regard to EMAS and EMDS and two people logging on. Alex confirms that EMDS is priced per seat while EMAS priced per CPU.  He says total price of 105000 for both. Kelsey is visiting Sun, asks about EMDS on Solaris.",Kelsey asks Alex about EP Development System 2.5 pricing. She asks specifically if someone wants to remotely log on and use the Design Studio. She wants to know if EMAS can be run on the developed applications - want price if it can. Alex says cost depends on EMAS and EMDS. Kelsey wants to confirm that people don't have to be on same machine. When Alex says she is going to visit Sun she wants to know what EMDS is on Solaris.
294,"Subject: letter to investors|||Venk: Matt and Debie, Here is my cut : a letter to our investors announcing the arrival of Mark coupled with an year-end update. Please make sure that the press release on Mark follows by at least 2-3 days this letter.  Could I see the press release as drafted? I had told Mark that there should be a quote from me also in that press release - we need to do that to convey accurately that it was a smooth, orchestrated transition. Here is the investor letter. You may want to put a subject line in the letter if you think it necessary: Sub:  AvocadoIT on path to glory again and a change of guard Venktesh|||Venk: Oops. I need to change my signature line ASAP. Sorry about that. Venk|||Debbie: Matt & Mark, Please let me know if you have any changes to the letter, by end of day today. I will need to send it out Monday if we are scheduled to go live with the press release Tuesday. (Should we hold off on putting the press release up on the website till Tuesday?) dbm Debbie|||Mark: Hi Debbie, Let's let the press release hit the wire at end of business Tuesday, and then post the press release. Thnx, M|||Mark: Hi Venk, Thanks for pulling this together.  We should be able to get this on the wire early today Pacific time, and then cut the release at end of business tomorrow.  That will give us a lead time of two full work days. Will look forward to meeting everyone in person over time, Best, M|||Venk: I will work with Amy to get you introduced to the four major investors and the wall street I Banks that have invested in us. I am targeting the week of Jan 28.|||Mark: sounds great,  thnx Mark","Venk sends email to Matt, Debbie and Mark with investor letter.  He asks for press release 2-3 days later and wants to see draft. Venk mentions his own quote in release and subject line of letter--AvocadoIT on path to glory again and a change of guard. Debbie requests any changes to letter by end of day, will post Monday. Mark says to release press release on Tuesday. Venk tells Mark of four major investors and banks' introduction on Jan 28 week with Amy.","Venk sends his draft of a letter concerning the company to Matt and Debbie. Debbie asks Matt and Mark for any changes by end of day. Mark asks to send the announcement Tuesday, not Monday, to be able to cut and rewrite it again. Venk offers to introduce Mark to the four major investors and the I Banks. Mark agrees and thanks Venk."
295,"Subject: sp meeting at 16:00 jst|||Manabu: Mahesh, We would like to have SP meeting at 16:00 JST today. Is it OK for you. Chaitanya will send the lastest excel sheet later. Thanks, Manabu|||Mahesh: Manabu, That is ok. Thanks, Mahesh|||Chaitanya: Hi, Please find the latest Excel Sheet of Bug reports for Today's SP meeting, attached. thanks, Chaitanya.|||Divakar: Srik, Manabu needs the date when the bug 4099 can be fixed, we were holding this feature for the last six+ weeks. Earlier Ritesh made an estimate of 2 weeks. Also, if there are know issues for support EMDS on XP we may need to address, currently the effort estimated is only testing/running the robot scripts on XP. Thanks, diva.|||Divakar: Srik, Can you help respond to my earlier mail for the bug 4099 ? Also, you need to look at 4474, this one is required to be released for the patch on this Friday, 6/8. From next week I like you to be part of the service pack meeting to address the EMDS issues, planning to schedule around 8:30 PM PST on Monday. Let me know if this is convenient or you may choose to directly talk to Japan team for EMDS issues. Thanks, diva.|||Prakash: I would like to discuss all new development activities coming from Japan. My conversation with Mahesh yesterday I found out a lot of new initiatives that are going into 3.5. We have to understand 3.5 is not purely Japan. We have other US customers who are using 3.5 Prakash","Manabu sends 1600 SP meeting reminder to Ritesh, Mahesh, Chaitanya and Divakar, says excel file to be sent soon. Chaitanya sends excel sheet with bug reports to team. Divakar inquires when bug 4099 can be fixed and EMDS issues addressed. He asks Srikanth for help on EMDS issues/meeting. Prakash tells group that 3.5 is not just for Japan.",Manabu asks if a meeting is okay with Mahesh later that day. Mahesh suggests changes to the meeting. Chaitanya sends the excel spreadsheet for the meeting to Manabu. Divakar requests information from Srik about a bug and recommends addressing issues. Divakar requests Srik's response about the bug and requests he address a seperate issue. Prakash says he wants to talk about new activity development going on with Japan that is affecting customers.
296,"Subject: need another pc for an employee|||Susan: Mark, Mark would like to purchase a computer under our employee purchase program.  Is there one we can sell to him? Thanks, Susan|||Mark: I am sure we can scare on up. Nadir - we can convert the security badge system to the V333 or something unless you have another idea. ?? Mark|||Nadir: Sure, but you and I need to do it together since you need to reinstall the security badge software. I have the V333 ready. Nadir|||Mark: When can I have the machine?|||Nadir: Right now, it is sitting i my office:)|||Mark: Ok, I'll pick it up from you tomorrow.  I am not sure what day I can install the badging software.  I will let you know and then you can have Mark's machine to prep. Mark","Susan sends email to Mark and Nadir asking to purchase computer for another employee Mark. Mark affirms, asks Nadir to convert security badge system. Nadir says they should do it together. Mark's computer is ready now, Mark unsure when installing badging software before preping computer.",Mark would like to purchase a computer under employee benefit. Susan is asking IT if they have any computers available to sell under the employee purchase program. Mark sends IT some information abuot badging system updates and asks when he can havfe the computer to install the software. Nadir confirms with Mark about the availability of a machine and states the type. Mark confirms when he will pick up the machine and is not sure when he will install the badging software.
297,"Subject: pricing for voice needed for upshot|||Kelsey: Hi Alex:  I'm working with Barry to provide a voice xml application for Upshot to be hosted by Voxeo.  Barry mentioned that you are working on pricing that we can give to a customer for services like this (Voxeo pricing with a margin).  Could you forward that to me at your earliest convenience?  And it includes network time, 800 number service too right? Thx. Kelsey|||Barry: The 11 cents per minute includes 800 number.|||Alex: Kelsey, Here is my proposal for your pricing request.  I still need to get George's okay. Monthly Minimums	Voice Service Monthly Fee	Each additional minute Tier 1:  Minutes	to	20,000 $           3,410 $0.182 Tier 2:  Minutes	to	50,000 $           7,975 $0.171 Tier 3:  Minutes	to	100,000 $         14,850 $0.160 Tier 4:  Minutes	to	150,000 $         20,625 $0.149 Tier 5:  Minutes	to	300,000 $         37,950 $0.138 Tier 6:  Minutes	to	600,000 $         69,300 $0.127 Regards, Alex|||Kelsey: The first tier is too high for Upshot.  Can you start with 10,000 minutes at $1700/mo minimum?  I think that's the same price per minute but in a smaller increment.  Or something like that? K|||Alex: Kelsey, How's this? Monthly Minimums	Voice Service Monthly Fee	Each additional minute Tier 1:  Minutes	to	10,000 $           2,000 $0.182 Tier 2:  Minutes	to	25,000 $           4,000 $0.171 Tier 3:  Minutes	to	50,000 $           7,500 $0.160 Tier 4:  Minutes	to	100,000 $         14,000 $0.149 Tier 5:  Minutes	to	200,000 $         25,000 $0.138 Tier 6:  Minutes	to	400,000 $         46,000 $0.127 Alex|||Kelsey: Better thanks.  Shall I take this to George now? K","Kelsey sends email to Alex and Barry asking for voice pricing for upshot, inclusive of 800 number service. Barry confirms eleven cents per minute rate. Alex sends over six tier proposal of pricing, needs George's okay. Kelsey responds first tier is too high, suggests something smaller. Alex sends over final pricing, Kelsey likes, will finalize with George.","Kelsey emails Alex and Barry about the pricing on a voice app in regards to Voxeo services, copy Barry, and asks for a proposal. Barry replies with an answer about the 800 number cost. Alex provides the cost proposal in email, and Kelsey replies about the rate being too high for Upshot. Alex then replies with an adjusted cost breakdown, no longer goes through George. Kelsey replies that the breakdown is better, and asks about bringing the file to George for committal to the project."
298,"Subject: draft of boeing resignation letter|||Mike: All, Your immediate input is requested. Here is my draft of our resignation letter. My intent is to specify why we have resigned and where we can and should be assisting Boeing.  I take no pride in authorship and welcome any and all suggestions for tightening the content and language. I'd like to email this letter by noon today, Monday, and mail an original this evening. Thank you for your thoughts! Mike|||Ron: My comments.  At a high level, I think we should stress that the benefits to our offering are that it is the only product to support all modes of interaction and that it is targetted at those looking to enable access to all types of information. In short, it is a true platform for creating mobile enterprise. In contrast, Boeing is seeking a point solution.  In the interest of maintaining a good relationship and hope of future business, we're advisign them to seek a point vendor that is focused on their needs and come back to us when they're ready to really enable the mobile enterprise|||Peter: Mike - I agree with Ron's comments. Peter|||Robert: Mike, I agree with Ron's comments.  One other important change.  Use ""The Boeing Company"" consistently in the letter, (i.e., initial cap and spell it out, and not ""The Boeing Corporation"", or the ""The Boeing company"").  I'd use the ""The Boeing Company"" once in the letter and once under Curt's name and then use ""Boeing"" from there on out. Robert","Mike is emailing Ron, Robert, Jimmy, Amit and Peter a draft of his resignation letter that will be sent to Boeing on Monday at noon.  He is looking for any suggestions for content or wording.  Ron has a few suggestions to show they are still supportive of Boeing and hoping for future business when they are ready for a mobile enterprise someday.  Peter agrees, and Robert has a small suggestion on the wording of the Boeing company name in the letter draft copy.","Mike sends a draft of a resignation letter along with an inquiry as to whether it is what the group wants, or if it needs to be tightened up. Ron, Peter, and Robert agree with changes the letter but think that the group should emphasize the benefits of t he product they provide, and why Boeing should not be providing that part of the market. They want to come back so that they can provide that to Boeing at a later date. They want to help with other aspects of Boeing's business."
299,"Subject: data base parameters|||Nihar: DATABASE=""true"" CONNECTION=""DBPATH"" USERNAME=""WBP4"" PASSWORD=""wbp123""|||Mamta: yes, go ahead and do that and send mail to prasad|||Wilhan: Dear Prasad, I have updated the device.ini in PATH/ini with these 4 liners DATABASE=""true"" CONNECTION=""DBPATH"" USERNAME=""WBP4"" PASSWORD=""wbp123"" Wilhan","Nihar is emailing Sreenivas and Mamta information for the database name, connection, username and password.  Mamta replies to Wilhan and wants the information passed on to Prasad.  Wilhan obliges and passes the information he updated for the database to Prasad.","Nihar lists off several parameter attributes like username and password, asks Wilhan to update the device.ini file, and is wondering where the file PATH/ini is located. Mamta tells Wilhan to proceed with updating the .ini file and email Prasad about it. Wilhan follows up by sending Prasad an email about his updated device.ini!"
300,"Subject: pretty sick|||Craig: very woozy too... ate too much of prakash's dog food... woof woof Hung, would it kill you to hold onto the pager for another day or would you like me to stop by and get it from you?  Lemme know...  At first I was going to stop by the office but I'm very woozy (and a wussy).....  but if need be, I can drive over there to pick up the pager. Craig|||Hung: I can hold on to it for another day...  But don't let them page me...|||Craig: thanx man... I blow you one.....|||Hung: You can try to blow it really hard, but I think your mouth is too small...  See attachment...|||Craig: ROFLROFLROFL yeah, that's about the size of my dick... too bad your mouth is so funny looking... hehehe.....","Craig is emailing Operations IT to have them hold on to his pager because he is not feeling well.  Hung replies to Craig, Operations IT, Fernand, Nadir, Steve and Michael that he will hold it for another day.  The email then continues on from Craig to Hung, Fernand, Nadir and IT and is very unprofessionally discussing his dick.",Craig is telling Hung he ate too much dog food and is saying he feels sick but at first he was going to stop by to get the pager. Hung is saying he can hold onto the pager another day. Craig is in turn suggesting it might be too difficult for Hung because of anatomical limitations. They're then laughing a lot.
301,"Subject: fidelity canada - netbenefits|||Jeff: John, Bithi, Just a heads-up, that Ron will be providing us, over the next 2-3 weeks, a requirements document to scope in order to mobilize their NetBenefits Retirement application.  We will want to provide a price estimate soon thereafter so that they can make a go/no go decision based on a business case and ROI.  My goal is to get a signed SOW prior to the end of June. I will forward the document to you as soon as I receive it. Thanks,|||Don: Good news!! Keep it coming...I am  under a LOT of pressure to nail $1.5M this quarter...No lettin' up as they say. Don|||John: Jeff, Thanks for the heads-up. Are there any plans to involve an SE or to have this go through the standard ART process? John","Jeff is notifying John and Bithi that Ron will be providing them information on the scope of a project for a NetBenefits Retirement app.  Ron will provide the information in the next 2-3 weeks so they can provide an estimate and make a decision.  Jeff wants to get a signed statement of work (SOW) by the end of June.  He wants to make sure John, Bithi, Lisa, Jeff and Peter are on board.","Jeff emails John, Bashir, Max, and Mark informing them about Ron sending a document over the next 2-3 weeks. Jeff says he will get Don to sign SOW prior to end of June. Don replies to all saying he is under pressure. John replies to all asking if the process is going through the normal ART Process."
302,"Subject: need external static ip for richard's laptop to do testing|||Nadir: Craig, Can I get a static IP for Richard's laptop, we are setting it up outside the firewall. I have already got the connection just need the IP to set it up and test it. Also please give me the subnet and default gateway. Thanks Nadir|||Craig: So, you're physically moving the laptop to the outside and you just need an IP to tag onto it? If that's the case, use this one: IPADDRESS|||Nadir: Yes, that's it. Thanks Nadir|||Nadir: BTW, nice voicemail. First I thought it was Jaime, her husband and her son..:)|||Craig: send me back the one I left you today (me and fernand) :}  I wanna hear it :} phucker, didn't pick up the fone! :{","Nadir needs Craig to set up a static IP address, subnet and default gateway for Richard's laptop to do some testing.   Craig gets the task accomplished, and later they are emailing about a voicemail he received.  Craig wants Nadir to send he and Fernand back the voicemail he had left that day.","Nadir requests a fictitious IP address in order to move Richard's laptop outside the firewall for setup and testing, and Craig provides him with an IPv4. Craig inquires as to why the additional subnet and default gateway are necessary, and Nadir claims that they are. Nadir strikes up some general conversation about jokes which Craig does not respond for a few days and jokes about leaving voicemail, and Craig provides sarcasm in response."
303,"Subject: meeting on demand creation plan, leads|||Marcia: As you requested ... Myself, yourself, Barry - 5:00 on Thursday? Marcia|||Marcia: I'm booked at 9am but could do it at 8am which would be a hardship for me but would no doubt work for yourself and Barry, so of course I'm willing to do it. mk Marcia|||Marcia: Nope - already booked 10 - 1 on Friday mk Marcia|||Jim: We can definitely do that but our last meeting - on pricing - was a Friday afternoon and my concern is that I didn't have my usual vim and vigor. mk Marcia Chief Marketing Officer","Marcia is trying to set up a meeting time with her coworkers, Jim and Barry.  They are going back and forth on figuring out a time that works best for all of them and their busy schedules.",Marcia sends out three available times and notes that she could meet at 8am if necessary. Marcia follows up with another scheduling conflict and Jim admits the proposed meeting would work but he would prefer morning if possible.
304,"Subject: ework profile|||Giselle: Here is the newest profile, E Work. Please let me know if you want the writer to make any changes to this draft. He is still working on Etrade. We need to decide if 5 profiles are enough.  He can't interview customers until their sites are actually mobilized and the contract is a solid ""yes."" Hence why we don't have Planet RX, Hilton, the other big names. Giselle|||Marcia: Weak from a messaging perspective. The story angle needs to be that part time workers are by their nature mobile and that the ability to access information about postings is critical. Have you looked at all 5 application stories against our main messages?  If so, what message would you want this story to communicate that is not already communicated by the other 4 stories.  That analysis would tell us whether additional application stories are needed or not.  I'm guessing not - but a little analysis would go a long way here! mk Marcia|||Jaime: Giselle: Thank you for the E Work electronic file. Also, can you provide me with the electronic files for the hard copy stories you gave me yesterday: Zimba, Paytrust, and On Project. thx. jaime","Marcia, Jaime and Giselle are determining if they need additional application stories for more customers.  They are deciding if the 5 additional stories are really needed or not, and if they convey different information than the stories that have already been completed so far.   Marcia is requiring more analysis for if there is really a need.  Jamie is following up with Giselle on the additional stories after Marcia's email.","Giselle sends a profile to the MT folks, tells them the writer is still working on Etrade, and asks if five profiles is enough. Marcia says the messaging needs works and suggests shifting the story angle, then asks Giselle to take a look and see if they need to write another application story. Jaime thanks Giselle and asks her to send the files from yesterday."
305,"Subject: new server status|||Ruyben: I just had a conversation with the Purchasing Person (Andy) here at AvocadoIT and the server will not arrive until next week. Unfortunately, next week I won't have that much time to make sure it gets set up properly.  Who should be the point person in IDC to coordinate with IT people (Nadir most probably) here so that we are all set to Rock & Roll by the Sales meeting (April 2). Please let me know ASAP. Thanks, Ruyben.|||Divakar: Rubyn, Srinivas, Sys. Manager at IDC can take care of it. He will co-ordinate with Nadir. Thanks, diva.|||Ruyben: I know you are CC'd on this email but I just want to make sure that you are clear about this.  If you are not please let me know ASAP. I will be out of the office for two weeks starting March 15. Thanks, Ruyben.|||Nadir: We'll take care of it once the server gets here. Nadir","Ruyben found out the server won't arrive until next week, he needs assistance to have it up and running by the April 2nd sales meeting.  He is coordinating with Ashwin, Srikrishna, Srinivaschinta, Bhagavan, Srinivas and Nadir to get a plan in motion to get it set up. Nadir will end up taking care of the setup while Ruyben is out.",ryuben says that the server will not arrive until next week and asks who should be the point person in IDC to coordinate with IT people to make sure it's set up by the sales meeting on 4/2. divakar reccomends srinivas. ryuben tells nadir that he will be out of the office for 2 weeks starting 3/15. nadir says he will take care of it when the server arrives.
306,"Subject: dirty flag problem|||Ritesh: I see some problem in the way dirty flag is used. If I load a project then all data source are marked dirty if they have emds comments. so even though I did not make any changes when I try to open another project, I was asked to save my changes? I think we need to call different set of APIs when we load an object from file system and a different one when we need to modify something (for ex- emds_comments) in an object as a result of user action. Ritesh|||Tony: I don't think we can possibly implement a different set of APIs for loading Vs modifying properties - that can add too much to the size of the codebase. Instead, we should clear out all dirty flags at the end of a load, whether successful or not. That's easier to implement. Arun has already taken care of clearing the dirty flag at the end of a load, though she said this area needs more testing. please show her this one too so she can take care of it. Thanks -Tony|||Arun: Ritesh I just loaded a project which has 5 pages. First I tested the case where only page1 had comments. Then I tested the case where all 5 pages had comments. Then lastly, I added comments to Global. Still I didn't see the load problem. I haven't rebased today. So please show me this case on your m/c. May be this is as a result of lazy load code change and other changes that you have on your m/c. Thanks arun","Ritesh finds a problem with dirty flag. He suggests calling different sets of APIs when loading objects and when modifying objects. Tony says he thinks Ritesh's solution is bad because it would make the codebase too large. He suggests that instead they clear out all the dirty flags at the end of a load, as that is easier to implement and Arun has already begun doing that. Arun says she ran some test cases and didn't observe the load problem.","Ritesh says he is having a problem. When opening another project, it looks as if he had made changes. Objects are shown as changed if file emds_comments had been changed. Tony thinks different APIs are overkill and that they could be erased on a file load. Arun tested pages but didn't get the problem, so she figures it may have been due to file emds_comments changes on Ritesh's computer."
307,"Subject: current application|||Arun: Tony How do I get the 'Current application'. We are doing applicationModel.createNewApplication(""some app"") for creating new app. This method returns void. Later on, I want to show the app properties. How do I get the current app from applicationModel? Thanks arun|||Tony: Arun, applicationModel.getSelectedLeafNode() will give you back the application node. getNodeName() on that node will give you the name of the application with the ""_"" deviceProfile. I can add support for you to get the name of the node without the device Profile. Something like getName(). Thanks -Tony|||Arun: Tony This is fine. Thanks for the info. Arun",Arun is creating a new app and later he will need to see the app properties. He asks Arun how to view the current app in applicationModel. Tony tells Arun applicationModel.getSelectedLeafNode() returns the application node and he can look at getNodeName() on that node to see the name of the application. Arun thanks Tony.,"Arun asks Tony about obtaining the ""Current Application"" and provides some details about the methods being used and what they return. Tony provides Arun with a response that includes a method call line for obtaining the application node, and offers to provide additional support if required. Arun thanks Tony for the information and feedback."
308,"Subject: delivery to 4.5ga germanium - bug fixes 4977, 5164|||Krishnamohan: Checked in Identification.java CursorElement.java (to fix bug 4977 - Extraction doesn't happen for multiple minimal ids) AmlParser.java HTMLParser.java InlineJsFilesParser.java RefreshParser.java Parser.java Tokenizer.java XmlParser.java (to fix bug 5164 - Inline Js files doesn't work properly) Reviewed by Ravi Sanity Tests passed. Krishna.|||Ritesh: Can you ask Wilhan to create a baseline so that I can test the changes.|||Krishnamohan: Wilhan, Please create a baseline for Germanium.. Thanks, Krishna.","There are two bugs in Germanium.  Krishnamohan sends Ritesh, Wilhan, Srikanth and Ravi a list of Java files he checked for bug 4977 and 5164  fixes. Ritesh asks Krishnamohan to ask Wilhan to create a baseline so that he can do another test to see if the changes have fixed the bugs. Krishnamohan asks Wilhan to create a baseline for Ritesh.",Krishnamohan identifies multiple java files / bug in svu7 and svu8 and asks Wilham for a new version created called germanium to test.
309,"Subject: dinner for lisa tongiht at 7pm|||Elisabeth: Team - we are having a dinner for Lisa tonight at Buca Di Beppo (643 Emerson St.) in Palo Alto.  We have reservations at 7:00pm, please let me know if you will be able to make it as they will seat us together. Thanks. Kind|||Darshan: I'll be there.|||Elisabeth: Team - we are having a dinner for Lisa tonight at Buca Di Beppo (643 Emerson St.) in Palo Alto.  We have reservations at 7:00pm, please let me know if you will be able to make it as they will seat us together. Thanks. Elisabeth|||Doug: I will not be able to make it on such short notice. I will say my goodbyes tomorrow. Douga...",Elisabeth asks the team to let her know if they will be able to attend the dinner they is planning for Lisa tonight at Buca Di Beppo. Darshan tells Elisabeth he will be attending. Elisabeth asks Doug if he will be attending. Doug tells Elisabeth he won't be able to make it with such short notice and that he will say goodbye to everyone tomorrow.,"Elisabeth sends out invitation to an event held for Lisa tongiht and asks for confirmations. Darshan confirms her attendence. Elisabeth sends out same message again, basically. Doug sends excuses that she won't attend, and she'll say goodbyes tomorrow."
