,Source,Target,Predicted
332,"Subject: good build: release 3.0|||Om: Please use Build 18 onwards on your machine, now onwards. Om|||Dondi: How do we know which is build 18? The build number is not changing in the About box?|||Om: Dondi, Wilhan makes build on daily basis. Today's build is no. 18. Om|||Dondi: look in the About box. It always says build 200. That build number comes from the Build_version.txt file. It is not getting updated. Would be real nice if it were. Then when we have an issue, we can refer to the build number in the About Box.|||Om: Thanks Dondi, Srik/ Ashish, Should we do something for this? Om","Om says to use Build 18. Dondi does not know which build is Build 18. There is a miscommunication about build numbers, and Om asks Srik and Shish for advice.",Build 18 is being used. The build number in the about box is not updating.
333,"Subject: banamex ert demo|||Elba: Meshele, The Banamex ERT demo went really well  (thanks so much to Carlos for doing it using ERT 2.5). Banamex mentioned that they are interested in a Banamex demo, so you need to make a decision and if you want to move forward with it, then you need to get Jim's approval.  Zenki was at the meeting. Thanks, Elba|||Robert: Carlos,  Thanks for doing the demo. It sounds like a real success. Meshele,  The decision date is interesting  news. It appears that the decision date is no longer in October, but has slipped to mid-November.  Can can you confirm why Banamex is saying mid-November while the HP reps are still talking about October? Thanks, Robert|||Robert: My view is to not develop a demo.  If we were to do one, we'd need to be careful that internal IT doesn't start competing with the demo's functionality to prove that they can do a better job with tools from Edify or WebLogic. I'd be interested in learning if TANTAU has done or is planning to do a demo for them.  That could be where the request is coming from. Are we going to need to team with TANTAU (i.e., talk to them) in order to win this account?  The longer the decision making takes, the more likely it is that we will need to. Robert","Elba celebrates a successful Banamex ERT demo and asks about moving forward with the demo. Robert wonders about Banamex's scheduling, suggests not moving forward and questions whether TANTAU will demo.","Elba and Robert discuss the outcome of the Banamex ERT demo, with some discussion as to whether they should move forward with a different demo."
334,Subject: delivered to 3.5ga: jphone support|||Arun: Hi I have delivered changes related to JPhone implementation. Code reviewed by Ritesh No. of files changed: about 40 Files added: underline.gif UiUnderlineButton.java NotificationDlg.java Ritesh: Changes in Resource Bundle EMDSResourceBundle Modified: DEVICE_IMODE                    = i-mode/JPhone DEFAULT_PROTOCOL  = Default FULL_SPACE_KANA                 = Full-space (i-mode only) HALF_SPACE_KANA                 = Half-space (Hankakukana) IMODE                           = i-mode/JPhone Added: TOOLTIP_UNDERLINE               = underline HIRAGANA  = Hiragana   (JPhone only) KATAKANA  = Katakana   (JPhone only) JPHONE                          = JPhone SELECTION  = Selection: SINGLE_SELECTION  = Single MULTIPLE_SELECTION  = Multiple NOTIFICATION                    = Notification... // NOTIFICATIONDlg NOTIFICATION_DLG_TITLE          = Notification SOUND                           = Sound SOURCE                          = Source: START_ON                        = Start on: FOCUS_EVENT  = Focus SELECTION_EVENT  = Selection PLAY  = Play TIMES  = times PLAY_CONTINUOUSLY               = Play Continuously VOLUME  = Volume: HIGH_VOL  = High MIDDLE_VOL  = Middle LOW_VOL  = Low VIBRATION  = Vibration VIBRATION_TIMES  = Times: WRAP  = Wrap. BACKGROUND_COLOR  = Background color: CAPTION  = Caption: ALIGNMENT                   = Alignment: CAPTION_TOP_ALIGN  = Top CAPTION_BOTTOM_ALIGN  = Bottom BORDER  = Border WIDTH  = Width: COLOR  = Color: Thanks arun|||Dondi: Does Wrap really have a period?|||Dondi: So does color show on background of edit box? I see Wrap. is a sentence.|||Dondi: Why did we put Background color above instead of with the other buttons?,Arun lists the changes he's made related to Jphone implementation. Dondi follows up with questions and comments about Arun's changes.,Arun details changes he made to JPhone implementation and some related code.  Dondi replies and asks about specific elements of the code.
335,"Subject: extra docking station?|||Dave: Hi, I was wondering if there is an extra docking station that I could take home for use with my laptop.  I have the extra monitor, mouse, and keyboard but hooking them up without the docking station is kind of a pain. If there are no docking stations, I could really use the little adapter thingy that allows you to plug in both mouse and keyboard to the back of the laptop directly.  Currently I can only plug in the mouse and have to use the laptop's keyboard.  I don't know if there are any of those lying around... Thanks a lot, - Dave|||Mark: Dave, We do have these docking stations in inventory.  If Prakash approves on this, no problem.  We do need to keep in mind how many requests for this we may have and if we have enough inventory to support them. Mark|||Dave: Prakash, I would like to take a spare docking station home (just the dock, I already have the monitor, etc) to use with my laptop.  Working a lot with the laptop keyboard is hard on my hands.  I would return it immediately if it's needed here, of course.  Plus I promise not to brag about this to my AvocadoIT friends.  ;-)   Do you think this is ok. - Dave.|||Prakash: Ok. No problem. Mark pls update inventory and give one to Dave. Prakash",Dave asks Mark if they have a docking station or an adapter for his laptop. Mark confirms that they do and then asks Prakash for approval. Prakash gives approval.,Dave asks June for a docking station or an adapter junction for his laptop. Mark responds that there is a stock for those things. Dave gets approval to take one.
336,"Subject: accenture.|||Phani: Hi Bithi, These are the mails that would concern any person working on the project. Call me if you have further questions and let me find some time to talk to you about it. BTW, I have found that some of the links that were supposed to work are not working. I am going to convey the message to Bonnie. Let me do this for now and later on this could be done by the project manager concerned. Phani|||Bithi: Thanks.  I will study these mail and meet with you incase I have questions. Bithi|||Bithi: Phani, I know you have left for the doctor's today. I was wondering if I could meet with you sometime tommorow to discuss some issues about the Accenture project.  This should take between 15 min - 30 minutes. Thanks, BIthi|||Phani: I am leaving for the day today. I had an operation performed on my mouth and have to rest for the day. I shall meet you tommorow for sure. Phani|||Bithi: Let me know of a convenient time.  I am here throughout the day. What operation did you get performed ? BIthi",Phani sends Bithi mails regarding Accenture. Bithi replies that she will read them and then follows-up with Phani about meeting to discuss Accenture. Phani agrees to the meeting tomorrow.,Phani responds to Bithi's inquiry about some non-functioning links. Bithi thanks Phani and tells her he is going to study some mails. Bithi inquires to Phani about meeting tomorrow.
337,"Subject: accenture.com: finalizing requirements|||Darshan: I modified the document that you made with the updated requirements for the Palm appplication (primarily formatting for us to use to finalize our plans for the Palm application). Thought we might be able to use it during our meeting today. Talk to you soon. Darshan|||Darshan: That sounds good.  We are working on the pieces that we finalized the other day.  I have attached a revised version of the ART document with comments from our meeting.  Once you get the remaining details, it might be easiest to manage if you could update this document. Thanks, Darshan|||Darshan: I think that sounds great.  If you can get the details mentioned, we can try it out.  Also, if you could do a UI mock-up of the Palm screen for displaying the information, that would be great (nothing fancy needed, just the general layout and what specific items of data to show since the XML data feed may have a lot of items). I'll send you our IP addresses so they can authenticate our IP as mentioned in the email. Thanks, Darshan|||Darshan: Looks like we might be getting an XML feed for the stock information part (see below).  I've asked Bonnie to go ahead and get all the details and we'll try it out.  And have requested our IP address information from Operations so we'll pass the authentication process (colo, san jose, and idc).  Darshan|||Chandrasekhar: That sounds great. We will do that once after receiving the XML feed. BTW, I will send the IP address information to you in next mail. Thanks, Chandu",Darshan emails Bonnie about revising and finalizing plans for an application. Darshan emails Chandrasekhar and Murty about the details. Chandrasekhar updates Darshan about his own finalizations for the application.,Darshan proposes using a modified document in a meeting. Darshan asks Chandu to update it with details and to include a UI mock-up. IP and XML feed details discussed.
338,"Subject: document status|||Ruth: Srik, Prakash is aware of a lot of the issues that we have had with this release. I want to address them with my group before making blanket statements and then I'll give feedback to everyone. There is not enough time to discuss them appropriately in an email tonight. When is your deadline for feedback? Is this input for the post-mortem? My team was asking about when that is happening. I appreciate all your questions and I will address each one of them. wrt the release status: Prasad and I have been working on the doc and it has been through a number of reviews. The final review has been complete. I'm now at the build stage for the book. When it's complete I'll send out an email. It should be another 2 hours all going well. I will follow up with a report later. Ruth|||Srikanth: Ruth, Mark, Prakash Can we meet tomorrow at 6 pm to discuss some of the issues raised in this email ?  This will be a good preparation for the postmartem meeting on friday also. Thanks Srik|||Ruth: Srik, I can't meet tomorrow. We are preparing for our off-site on Thursday. The first part of our off-site is to do a postmortem. I thought that the idea was to bring all our issues to the table on Friday. I've planned my week around that and the off-site. Ruth|||Prakash: Ruth, I think we need to do the postmortem before the offsite. Offsite should be to come up with the documentation goals and set processes. In fact if anything it should happen after the postmortem. I would like to see this happen today or tomorrow. Thanks Prakash",Ruth explains she is aware of the release issues and will discuss them shortly in a document. Srikanth wants to meet tomorrow to prepare. Ruth and Prakash discuss that scheduling.,Ruth asks about deadlines before addressing issues and discussing a post-mortem meeting. Srik responds with a proposed meeting time. Ruth says she can't meet. Prakash suggests a post-mortem before the offsite.
339,"Subject: hi from the airport|||Rene: I thought I couldn't dial in from the lounge here, but it works ! Very quick as I am off to my flight .... please send me the telephone numbers of Kaan and Ahmed as I forgot them this morning. Might have some time later to review your mails and then I can call them. Ciao. René PS. Now do you have a ""prez"" now or not .... we're confused in Europe.|||Amit: Hi Rene, I only have Kaan's mobile number. Will try and get hold of Ahmet's through our AC sponsors. Kaan's number is: PHONENUMBER (90 I believe is dial code for Turkey) Have a good trip and look forward to seeing you here! Amit.|||Rene: Thks. By the way, George called me last eve and canx the planned meetings so I am not coming to the US. I would like to plan a trip together with Ulli in Jan, however, to touch base with all of you .... In the meantime, I can press forward with the Turks. Sorry. René|||Amit: Rene, Sorry to hear you won't be coming, but look forward to seeing you and Ulli in Jan (not that far off...). Please let me know how your call goes with Ahmet & Kaan goes. We have another con call scheduled with them tomorrow (Fri) morning at 9a, Pacific, for them to give us an update on their meeting with the client. Ahmet was scheduled to meet with the client yesterday. Pls let me know if you would like me to patch you in on the call. Thanks and have a safe trip! Amit.|||Rene: I tried to call twice today between sessions ... but had network coverage problems and did not get through. This HP summit is taking every minute of my time at the moment but very succesful. I will try first thing tomorrow again given the time difference. It will not be possible to patch me in the call given the event (I am manning a stand, giving presentations in break-out sessions, and have to partake in the event agenda as a partner .... can't get away). Please communicate to Ahmet and Kaan that I will contact but that I am completely tied down (only in the event that I do not reach them). Best. René",Rene asks for info about an upcoming business call. Amit replies with some information. Rene says he ultimately could not make the call and apologizes.,"Amit tries to help Rene by giving him phone numbers. Rene tells Amit he's not coming and would like to meet in January. Rene tries to reach Amit, kinda."
340,"Subject: etrade reports ready in \\coffee\users\hung hua\etrade\today\|||Hung: Data may look strange, but that's what we got.  Please let me know if we need to manipulate the data. Hung|||Steve: Thanks. I will take a look after I return from my off-site meeting. Steve|||Hung: Steve, I just remembered that when we switch Etrade from Qwest to Exodus,  1 or 2 of the servers at Exodus did not have statistics logging turned on.  I guess some data is missing if we were to compare the statistics we have with the one from ETrade. I will start the next cutoff by Thurday's morning until Etrade tells us explicitly not to do so... Hung","Hung asks Steve and Craig if data should be manipulated, and Steve says he'll investigate later. Hung explains that some data is missing due to a server switch.",Hung tells Steve the etrade reports are available. Steve says he will look when he gets back. Hung gives details about the data.
341,"Subject: gta :} woohoo another one|||Craig: HTTP://LINK gta:vice - miami... for ps2 :} was press-released, then pulled.  nobody knows whether it's real or not, but sony DID announce it at some point in time. cooool.... ""rm -Rf PATH/laden"" Craig|||Steve: Uh oh! Final Fantasy X. You guys are in trouble now. Better save those vacation days...|||Craig: you are who we're worried about man... the way you go through games :}  no excuse on this one.  while we're playing gta3 on the pc, you'll be playing miami vice :}|||Steve: YES! I can't wait! Just have to stay away from Final Fantasy for now.",Craig sent information about some games being released. Steve is excited for Final Fantasy X and miami vice. Craig is exicted for gta3.,Some new game may be released for ps2. Craig talks about the release and joke that he will play it.
342,"Subject: account development weekly report, 7/20/01|||Brett: Sales Team: Attached is the weekly report for the Account Development group. Of note - this weeks leads include 2 systems integrators, 3 ISVs (including the #1 business intelligence software company, and the leading supplier of database software to the mid-tier market), and large blue chip companies like like Dow and Dynegy. If you have any questions, feel free to contact any of us. Brett|||Mehrak: FYI, NetPace was not a lead that I generated. Brett was that one from you? Mehrak|||Brett: Yes, it was me.  I have corrected the report on the network, sorry for the confusion.",Mehrak notices a mistake in the weekly report for the Account Development group sent out by Brett. Brett apologizes and lets everyone know the           information is now correct.,A weekly report for the Account Development includes several leads and is sent by Brett to the sales team.
343,"Subject: ae keeping me out of the loop...|||Ray: Dan, This is another example of why AE communicates with my customers and excludes me.  I'm even mentioned in this email! I want to be cc'd or bcc's with every technical communcation with my customers. Note: this is the second time this has happened! ray|||Dan: I will deal with this now !|||Dan: Darshan and John, Please cc the account SE in addition to the Sales Rep so we can all know what's going on and can address any questions/issues very quickly. As you can see, Tony had to forward this email to Ray who provides tech support for this account. The SE Team would rather have more info that not enough info. Thanx, Dan.|||John: AE? Surely you meant PM and/or the soon-to-be-defunct PSG or the more generic PSO. NLGOAS! - {Now, Let's Get Our Acronymns Straight!} AE was just an innocent bystander in this thread & contrary to popular belief isn't responsible for most of the world's problems - well maybe the high price of gas. Take care, John|||Ray: If its a customer with an issue/problem that I have had any contact with, or if the customer is East of the Mississippi, please CC or BCC me.  I may be able to help/clarify.  When the customer comes to me directly, I will be better prepared to address his/her concerns. When in doubt, cc or bcc me. Thank you, Ray",Ray is upset that John and Darshan are not sending him copies of technical issues his customers have. Ray complains to Dan who requests John and Darshan comply.,"Complaints about AE leaving out of people from emails, Ray wants all technical emails, Dan will cc accounts SE for info. John makes joke. Young jokes high gas prices."
344,"Subject: cge&y methodology|||Robert: Team, Thanks for all your hard work so far on the CGE&Y methodology.  We are getting closer to finishing the templates for CGEY.   Here is an update on what has been completed to date.  Please review it, so you know what you still need to finish.    You will note that we've added a column at right that shows the version, and the date that it was send to CGE&Y, if applicable.  Everything needs to be in by tomorrow morning, so we need finish the templates tonight.  If you are running into troubles finishing a specific activity, please ask others on the team for help on where to get the content. Thanks again, Robert|||Richard: Robert and Betty, Please review the material that was completed over the weekend.  Then send it to CGE&Y and mark it as complete.  Thanks.|||Robert: I wanted to give everyone an update on the CGE&Y wireless methodology.  First of all, thanks for all you hard work, given that you had to do this on top of all your other responsibilities.   CG&EY has all of our inputs and is integrating them into them with their own materials.  They are doing QAs and providing the materials to their KLM group which is preparing the materials for their Intranet.   This work will take them a couple two weeks to complete.  As of right now, CGE&Y has not identified any additional work that we need to do to help them with the process.  If they do, I'll let you know.  When they complete the materials, we will try to get electronic copies of the materials that we can have at AvocadoIT.  I'll keep you posted as I hear more.  If you have any questions, please don't hesitate to ask. Regards, Robert|||Klee: Thanks Robert, What is for lunch? Just kidding, you said to ask any question. Thank for the update.",Robert needs to make sure the CGE&Y  methodology is turned in the next morning. He reminds everyone what still needs to be done and encourages them to ask for help.,"Robert summarizes the CGE&Y methodology update, Richard responds with a request to review material, Robert comments on the wireless update, and Klee responds in a joking manner."
345,"Subject: elaine yee|||David: Elaine is interested in joining sales.  What level of stock are we offering these days?  Based on my discussion with you the other day, I explained to her that compensation is: $125K base with on-target of $185K.  Quota: $2M.  Is this correct?|||George: in the ballpark on all counts. could see come in on the 8th or 9th and meet some people|||David: What about stock - how much are we offering?|||George: it depends how good she is. 20-40k range|||David: George: Spoke with Elaine late Friday.  She's expecting to speak with 2 sales reps this week.  Is this set up or would you like Jackie to help set up?|||Khou: urrr.  that's what I was told. Khou",David consults several others about the correctness of the compensation package that he discussed with Elaine who wants to join the sales department. David tries to verify a meeting time.,Elaine has expressed interest in joining sales. David and George discuss the current status. Information on  compensation and meeting people is provided. Details on stock offering are also included.
346,"Subject: dci's summit on wireless computing conference passes|||Debbie: You are one of twelve receiving the complimentary Conference pass. Please see the link provided or the Booth Information Guide for information on the show. It begins Wednesday morning and ends Friday afternoon. Please let me know if you can not attend, I have others requesting a pass. See <HTTP://LINK for detailed information Thanks, dbm Debbie|||Om: Debbie, You may give it to someone. I will check the agenda and ask for specific session. Om|||Debbie: Please register wih scott's badge.|||Debbie: Keep it and go to what you can. I have two extra.|||Dondi: Due to mtgs & workload I may not be able to attend Friday. Would someone like to be me for Fri?|||Dondi: Tony said he wants to use my pass on Friday.|||Dondi: These are the ones I picked. But I do not think I can afford the time on Thurs. Wed 10:00AM - 11:20AM AppMobil  Case Study: Effective, Easy to Use Delivery of Analytics for the Mobile Enterprise 11:30AM - 12:20PM Keynote  Getting it Done - Ten Practical Considerations For Delivering Compelling Mobile Applications Thurs 11:00AM - 12:20PM AppMobil  Profiles of Success: Examining Winning Customer Applications",Debbie notifies 12 people that they have free tickets for a 3 day conference. Debbie requests that anyone not planning on going should relinquish their ticket to accommodate others.,Om will give the wireless computing passes a miss as well as Dondi on Friday. Dondi will be going session per session for the three days.
347,"Subject: customer question about data transfer size (quicken)|||Darshan: Glenn/Rajeev, I wasn't exactly sure where to send feedback like this from a customer, but thought you two would be a great place to start.  With Quicken, we have a customer that has been doing their homework on mobile applications.  He realized that the byte transfer size seemed to be fairly large given the amount of displayed data on the Palm screen. Do we have any explanation to a customer for this type of statement?  Is this a known item for us where the EMAS might be sending extra data that is not needed?  Or is everything optimized already and the customer needs to be educated on some specific details? I just told him I would pass along the information to our engineers.  Any response we can provide to this customer will help us build a stronger relationship with them, especially if they feel we are doing more and more to make our applications as efficient as possible. Thanks. Darshan|||Darshan: Glenn/Rajeev, I wasn't exactly sure where to send feedback like this from a customer, but thought you two would be a great place to start.  With Quicken, we have a customer that has been doing their homework on mobile applications.  He realized that the byte transfer size seemed to be fairly large given the amount of displayed data on the Palm screen. Do we have any explanation to a customer for this type of statement?  Is this a known item for us where the EMAS might be sending extra data that is not needed?  Or is everything optimized already and the customer needs to be educated on some specific details? I just told him I would pass along the information to our engineers.  Any response we can provide to this customer will help us build a stronger relationship with them, especially if they feel we are doing more and more to make our applications as efficient as possible. Thanks. Darshan|||Glenn: Rajeev, Could you respond to this? Thanks, Glenn.|||Rajeev: Darshan, Thanks for the info. Will keep you posted on whether or not the white spaces in the output are removed during compression? We also did some work in the 3.0 release to reduce the data that is sent to the device. Thanks Rajeev|||Rajeev: Darshan, Can you check if the application is adding all the empty characters in the generated HTML [via screenprompt data or including variables in screenprompt which has all these blanks included in them]. Thanks Rajeev|||Lisa-1: I used the original attached HTML sources generated by EMAS and saved as 2 files where one file contains the original spaces and the other has the spaces between tags removed. I used the QAB builder to report the uncompressed and compressed bytes of each html file. Here are the results: PQA for withspaces.htm - 2.2KB (2251 bytes) Uncompressed - 1.0KB (1020 bytes) Compressed PQA for withoutspaces.htm - remove all spaces between tags - 1.9KB (1987 bytes) Uncompressed - 1.0KB (1020 bytes) Compressed The look and feel of the PQAs are the same on the Palm emulator. lisa|||Darshan: Chandu, can you answer Rajeev's question below?  It is a follow-up question from him to the one sent by a customer (Quicken) about the amount of data that is being transmitted (see first email at bottom).  R&D is working on optimizing the data transferred by our server (sending the least amount of data possible) and needed some more data. Thanks. Darshan",Darshan is checking into a concern brought up by a customer and gets explanations from Rajeev and Lisa-1. Darshan then relays a question related to the customer's question to Chandu.,Darshan emails group chat about customer feedback and inquiries where Rajeev is tasked with responding to the customer.
348,"Subject: need to borrow the phone line 969-5080 for company launch|||Richard: We need the phone line PHONENUMBER as a backup to the demos for our company launch.  Can we have it from this Thursday until next Thursday?  I might also need it to borrow it today for about an hour as a quick test of our hardware platform.  Thanks.|||Mamta: okay. Are we planning to have another line installed so that we can continue development/testing like we have been doing? The demos will continue and i am sure this situation will probably occur even more frequently than before. Thanks -mamta|||Richard: One line has always been for development/QA.  The other line is a ""backup"" demo line which Piyush had requested for this purpose, running demos from the AvocadoIT office.  Let me know if you want to order another line for development, the cost is approximately $2K for installation and $400/month. Typically all ""production"" demos will run from production facilities, this need is only temporary as a backup to those servers.|||Deepak: The requested line is freed up, U can use that now. Senvi machine is also not in use. Regards Deepak|||Richard: Actually I borrowed the other line.  Srik needed the 9695080 line.",Richard needs to use a phone number for a launch and asks about using it. When it does become available Richard says he is going to let Srikanth use it.,Richard emails IT about borrowing the phone line. Mamta asks Richard about ordering a line. Richard explains the usage of the lines. Deepak replies with an update about available lines.
349,"Subject: steve jarvis at alaska|||Mike: After speaking with both of you individually about the latest with Schedule B on the contract, you were both going to individually contact Steve to gain alignment with his understanding on this wording. You both have left vmails but as of yet not spoken with him. May I ask you try again today. I have a meeting scheduled with them next Friday, and now Lisa won't be attending, so I'd like to be sure to have you speak with Steve before then. Thoughts? Steve Jarvis: PHONENUMBER Mike|||Don: Did receive word from Steve's secy to call him Friday am... Will let you know how that goes. Lisa, we should be on the same page...when are you planning to talk w Steve? Don|||Lisa: I tried calling yesterday, no response yet.  I'll assume you will handle...|||Don: Yes...let me take the first swipe. Don",Mike wants Don and Lisa to talk to Steve before Mike meets with Steve. Mike wants to know what Steve thinks the clause in their contract means.,Mike expresses a need to gain alignment through a conversation with Steve.  Don assures that he will coordinate the conversation.
350,"Subject: urgent: metrics for doc|||Om: Rajeev, I am just brining this back to your notice that Doc inputs will not be available by Friday 1/12. Om|||Rajeev: Please ask for a date when it will be available. If that is not known a date for a date.|||Om: Rajeev, What is ""date for a date""? Om|||Rajeev: date to give a date for metrics for the document group.|||Om: Rajeev, I will insist on Jan 17. Thanks Om",Rajeev requests a date for when the date for the metrics document group will be given from Om. Om tells Rajeev January 17.j.,"Om is informing Rajeev that Doc inputs will be unavailable by Friday Jan 12th.  Rajeev asks when they will be available by asked for a ""date for a date""."
351,"Subject: wamu buys fleet mortgage|||Brett: HTTP://LINK ""Washington Mutual Inc. agreed Monday to acquire the mortgage unit of FleetBoston Financial Corp. for about $660 million cash, making Washington Mutual the nation's No. 2 mortgage-servicing business."" Brience pretty much has a lock on the WAMU account...hope this doesn't mess up our business opportunities with Fleet... Brett|||Jeff: Alan, ""Washington Mutual Inc. agreed Monday to acquire the mortgage unit of FleetBoston Financial Corp. for about $660 million cash, making Washington Mutual the nation's No. 2 mortgage-servicing business."" HTTP://LINK Interesting news!  How does this impact our pilot moving forward?? Jeff|||Jeff: Alan just informed me that due to the sale of Celeris to Washington Mutual, the Celeris pilot will be shut down immediately. This is unfortunate timing.  The Celeris project team did an outstanding job to produce a first class set mobile applications for Fleet. Fleet will pay AvocadoIT for all work performed on Celeris up to this point.  Rishi, would you please provide a status as to where we are with respect to this project for both Palm and RIM so that we can issue a final invoice. Kimberlie, would you please provide guidance on what we need to be aware of with respect to Fleet's contractual obligations under these circumstances. The Leasing pilot will continue, as planned. Thank you, Jeff|||Darshan: Here's the Fleet email from Jeff.  dp",AvocadoIt is making an app for a company that sold to another company. The app was canceled and orders are given on tying up the legal and financial ends.,"The group discusses the Fleet mortgage sale to Washington Mutual, and the shut down of the Celeris pilot project."
352,"Subject: venk's con call on friday|||David: Please make sure you all join this con call.  It's in regards to the latest communication meeting last Friday.  Thx.|||Ulli: Hi David, when is that call going to take place? Thx Uli.|||David: Uli: You should have received an email from Venk yesterday?  I saw your name on the distribution list - 8am PST this coming Fri.|||Ulli: hi David, just came in - I did receive a hudge email from Fortunata and as I'm logged in only through modem :-( I had to wait for approx 45 minutes to get other emails. Sorry, but got it just a minute ago.",Ulli asks David for the time of a conference call. David tells Ulli and says Ulli was supposed to get an email. Ulli's emails just came in.,David arranges a call with Ulli. Ulli asks when it will start. David tells her. Ulli confirms she got her email late.
353,"Subject: course certificates|||Chris: Donivan We're trying to get some course certificates produced and sent to you before Friday. Can you send us a list of names (Correct spelling is important) for the people who have been at the full program (and whom you believe deserve a certificate!). Thanks Chris|||Donivan: Will try to send tonight or in the morning.  They want T-Shirts or Mugs or something too; if you could include that it would be great.  Size: Large on T-shirts. Thanks, DF|||Chris: Did you get the pens to give them? We had decided to go with pens because they were easier to carry and we don't need to know sizes etc. Let me know and I'll dig around here to see what I can find. Chris|||Donivan: Did not see them; were they in the box with the manuals? Thanks, DF",Chris wants a list of people who deserve certificates. Donivan says they want something else to go with it. They are currently working on the second issue.,Chris tells Donivan a list of names is needed. Donivan adds some details and Chris asks about pens he did not see. Donivan asks if the pens were in a box.
354,"Subject: browsers supported by ep|||Ulli: Dear Richard, 1. Happy New Year! 2. We had a meeting with an engineer at Sun and he had the following question: Which browsers do we support on which phones/pda's. Do we have a matrix like that? - would be very helpful. Thanks & regards, Uli.|||Ulli: Hi Mike! 1. Happy New Year! Hope you had a great holiday! 2. We had a meeting with an engineer at Sun and he had the following question: Which browsers do we support on which phones/pda's. Do we have a matrix like that? - would be very helpful. Thanks & regards, Uli.|||Richard: Uli, We don't really have a matrix.  Most HDML (phone.com) and WML phones are supported.  RIM pagers are supported using a Neomar browser.  We support PALM V with various modems and PALM VII.  And there's misc. support for PocketPC and Liberate. I will forward your message to Product Marketing to see if they have additional or more formal information. Regards, Richard|||Richard: I sent a message back to Uli but wonder if there's anything formally published.  If so, please send directly to Uli.  Thanks.|||Ulli: Richard, Thanks a lot for your immediate answer! I understood from Sun, that different handset manufacturers use different browsers and that even the browser versions can have a different look and feel. Therefore it would be good to get more formal and detailed information. Kind regards, Uli.|||Ulli: Thanks Mike! I'll give that information to Sun and than I'll potentially ask you for further clarification Cheers & nice weekend Uli.",Ulli needs information from his company for an individual he meets. Ulli gets a suggestion from Richard and intends to give it to the individual.,"Uli, Richard and Mike try to come up with a list of the browsers supported by ep3, in response to Sun."
355,"Subject: cupertino/ atg|||Betty: Richard, As the heads up from last night, next week is when we (EP) should install the EMAS and link to ATG at CGEY's Cupertino facility. Chuck, the Partner/VP in charge - wants everything in Cupertino. Not Chicago or Costa Mesa. Betty|||Richard: I'd be happier with the trailblazer(s) to be here in Cupertino...  tell me who our (technical) contact is and we'll start outlining the requirements and preparations.|||Betty: Oops - I hit send too quick - I haven't given you all the info yet: Coordination on the CGEY side: Chuck Mobraten/ Ramon Timing: probably mid-next week, more clarity after Andy's meeting with ATG today Application: mobiolize ATG's CRM software - html interface","Next week EP should install EMAS to CGEY's Cupertino facility, that is where Chuck wants it to be. Betty sends a list of technical contacts to Richard.",Betty tells Richard she will need spend next week installing EMAS in Cupertino.  Richard tells Betty that he needs the technical contact and some other info.
356,"Subject: bevocal oem|||Betty: All: I just heard back from Barry. He told BeVocal hat if they choose us for the qwest rfp, the only its a go is if it is via OEM. The formerCEO / VP ofBiz Dev understands. They are going o take advantage of the extension so they will not b making their decision til next week. We should b able to sign this OEM with no hestitation. Also as our reply to the qwest rfp we will be sending a response to qwest and copy accenture that our response is embedded in Accenture's response as they are our chosen Prime Integrator. Regards, B|||Amit: Great. This makes a lot of sense. Betty, thanks for coordinating. Amit.|||David: Barry; What's the update on Bevocal OEM deal?|||Barry: Still have not heard back.  I had Venk lob a call into their CEO yesterday.  He left a message.  The RFP is due soon though.",Betty tells the team about the BeVocal OEM deal. The decision for the deal won't be heard until next week.,Betty relays information from Barry. Amit is grateful for it. David poses a question to Barry who responds with the current status.
357,"Subject: banamex reporting|||Elba: Dan, I am looking into getting a Report with real data (I asked Steve), I will be following up. Thanks, Elba|||Elba: Team, I have added two customer sample reports at the end of the document.  Please let me know what you think. Thanks, Elba|||Dan: looks much better ... I don't think anyone can tell who the customer is, right ? only wish the number looked better - seems like this was an app with low traffic. Dan						USERNAME@DOMAIN.COM Director of Sales Engineering PHONENUMBER m HTTP://LINK w|||Elba: Dan, It is possible to determine that one is brokerage and the second is airline, but no sign of who the customers are. We can manually change the numbers, I could do it, but I am not sure what is reasonable, do you want to give it a try? here are the excell spreadsheets: Please let me know, Thanks, Elba|||Dan: just double the traffic number - number of users, number of hits, etc. but let's see what Ray/Meshele say about this. Dan						USERNAME@DOMAIN.COM Director of Sales Engineering PHONENUMBER m HTTP://LINK w",Elba adds customer sample reports to the end of a document. Dan asks Elba to fix the numbers on the report.,Elba lets Dan know that she is reaching out to Steve to get a report. Elba also asks the team their opinions on sample customer reports.
